969.414	4
969.455	-7
969.496	-1
969.536	5
969.577	-1
969.618	7
969.658	-2
969.699	-1
969.74	7
969.78	2
969.821	2
969.862	6
969.902	1
969.943	4
969.984	4
970.024	10
970.065	13
970.105	8
970.146	-2
970.187	4
970.227	-7
970.268	7
970.309	5
970.349	0
970.39	3
970.431	-1
970.471	3
970.512	3
970.553	7
970.593	-2
970.634	7
970.674	-6
970.715	4
970.756	2
970.796	3
970.837	7
970.878	5
970.918	5
970.959	7
971	1
971.04	4
971.081	2
971.121	8
971.162	0
971.203	-1
971.243	5
971.284	-1
971.325	4
971.365	3
971.406	5
971.447	3
971.487	2
971.528	4
971.568	6
971.609	1
971.65	6
971.69	-2
971.731	-3
971.772	-9
971.812	1
971.853	-9
971.894	-5
971.934	2
971.975	-4
972.015	-3
972.056	1
972.097	11
972.137	4
972.178	-6
972.219	6
972.259	-4
972.3	-2
972.34	-4
972.381	6
972.422	-5
972.462	9
972.503	-1
972.544	6
972.584	11
972.625	5
972.665	3
972.706	-1
972.747	2
972.787	7
972.828	1
972.868	7
972.909	4
972.95	1
972.99	2
973.031	-3
973.072	3
973.112	1
973.153	1
973.193	-4
973.234	11
973.275	2
973.315	-10
973.356	4
973.396	-8
973.437	5
973.478	5
973.518	0
973.559	11
973.6	-2
973.64	1
973.681	9
973.721	9
973.762	3
973.803	7
973.843	7
973.884	-6
973.924	0
973.965	9
974.006	6
974.046	3
974.087	7
974.127	9
974.168	7
974.209	5
974.249	-4
974.29	6
974.33	-8
974.371	2
974.412	-1
974.452	2
974.493	3
974.534	4
974.574	-3
974.615	6
974.655	1
974.696	-8
974.737	2
974.777	10
974.818	-4
974.858	6
974.899	2
974.94	5
974.98	3
975.021	3
975.061	1
975.102	12
975.142	11
975.183	3
975.224	0
975.264	-5
975.305	4
975.345	5
975.386	-2
975.427	6
975.467	4
975.508	-6
975.548	2
975.589	8
975.63	-1
975.67	14
975.711	-3
975.751	2
975.792	1
975.833	-4
975.873	17
975.914	8
975.954	1
975.995	3
976.036	-4
976.076	-3
976.117	1
976.157	-2
976.198	-3
976.238	2
976.279	-4
976.32	0
976.36	-5
976.401	0
976.441	-8
976.482	-2
976.523	-4
976.563	-1
976.604	-1
976.644	10
976.685	1
976.725	-5
976.766	-1
976.807	-3
976.847	5
976.888	-5
976.928	-7
976.969	-4
977.009	1
977.05	0
977.091	1
977.131	0
977.172	-4
977.212	0
977.253	-8
977.294	-8
977.334	-8
977.375	-2
977.415	1
977.456	-7
977.496	1
977.537	8
977.578	-2
977.618	7
977.659	4
977.699	-3
977.74	3
977.78	-2
977.821	3
977.862	-2
977.902	1
977.943	-6
977.983	1
978.024	-5
978.064	-1
978.105	-1
978.145	-7
978.186	2
978.227	2
978.267	8
978.308	1
978.348	1
978.389	9
978.429	1
978.47	1
978.511	-4
978.551	2
978.592	-2
978.632	-5
978.673	0
978.713	-8
978.754	-3
978.795	-8
978.835	-3
978.876	-5
978.916	-1
978.957	8
978.997	3
979.038	4
979.078	7
979.119	-1
979.16	-2
979.2	-1
979.241	2
979.281	1
979.322	-3
979.362	5
979.403	-7
979.443	10
979.484	-2
979.525	-1
979.565	-1
979.606	-3
979.646	7
979.687	-6
979.727	-2
979.768	-3
979.808	-8
979.849	-10
979.889	4
979.93	-5
979.971	-11
980.011	-7
980.052	-2
980.092	3
980.133	-5
980.173	-3
980.214	-5
980.254	-2
980.295	-10
980.335	1
980.376	1
980.417	5
980.457	1
980.498	1
980.538	5
980.579	2
980.619	-4
980.66	5
980.7	-1
980.741	5
980.781	10
980.822	5
980.863	-6
980.903	-5
980.944	-11
980.984	-5
981.025	-8
981.065	-8
981.106	-3
981.146	-2
981.187	-2
981.227	-5
981.268	-8
981.308	-5
981.349	-4
981.389	-2
981.43	-2
981.471	2
981.511	3
981.552	-11
981.592	-4
981.633	-2
981.673	-5
981.714	2
981.754	2
981.795	-9
981.835	-1
981.876	-8
981.916	-2
981.957	-7
981.997	4
982.038	-6
982.079	0
982.119	-13
982.16	-6
982.2	-11
982.241	-3
982.281	-11
982.322	-9
982.362	-7
982.403	-7
982.443	1
982.484	3
982.524	2
982.565	-3
982.605	2
982.646	-1
982.686	-5
982.727	-8
982.767	4
982.808	5
982.848	3
982.889	4
982.929	-1
982.97	-5
983.011	-8
983.051	-5
983.092	-6
983.132	-2
983.173	-19
983.213	-5
983.254	-5
983.294	-6
983.335	-3
983.375	1
983.416	-7
983.456	7
983.497	-4
983.537	-2
983.578	2
983.618	6
983.659	5
983.699	3
983.74	9
983.78	14
983.821	-3
983.861	-3
983.902	-12
983.942	0
983.983	-9
984.023	-2
984.064	-5
984.104	-11
984.145	-2
984.185	-2
984.226	-4
984.266	-8
984.307	-4
984.347	-4
984.388	-8
984.428	-2
984.469	-3
984.509	-3
984.55	7
984.59	-12
984.631	-3
984.671	-5
984.712	8
984.752	-10
984.793	0
984.833	0
984.874	11
984.914	-9
984.955	4
984.995	-7
985.036	0
985.076	5
985.117	0
985.157	-3
985.198	-11
985.238	-4
985.279	-5
985.319	1
985.36	-10
985.4	-4
985.441	-15
985.481	-13
985.522	-1
985.562	-6
985.603	-11
985.643	-5
985.684	-8
985.724	-4
985.765	-6
985.805	-6
985.846	-7
985.886	-1
985.927	2
985.967	-2
986.008	-5
986.048	-2
986.089	2
986.129	-4
986.17	2
986.21	-2
986.251	-3
986.291	8
986.332	-5
986.372	-4
986.413	-5
986.453	-9
986.494	-6
986.534	-12
986.575	8
986.615	-7
986.655	-2
986.696	-6
986.736	-7
986.777	-11
986.817	3
986.858	-9
986.898	-2
986.939	-3
986.979	0
987.02	5
987.06	-2
987.101	-5
987.141	-2
987.182	1
987.222	1
987.263	-2
987.303	-4
987.344	-1
987.384	-6
987.425	0
987.465	1
987.505	-2
987.546	0
987.586	6
987.627	6
987.667	7
987.708	-32
987.748	-3
987.789	8
987.829	0
987.87	1
987.91	-1
987.951	9
987.991	-2
988.032	-3
988.072	4
988.113	-3
988.153	-12
988.193	-5
988.234	-1
988.274	-5
988.315	-3
988.355	-3
988.396	-4
988.436	-2
988.477	2
988.517	-5
988.558	-13
988.598	-1
988.639	0
988.679	-6
988.719	-2
988.76	-7
988.8	2
988.841	0
988.881	-2
988.922	-1
988.962	-5
989.003	0
989.043	2
989.084	3
989.124	0
989.165	-3
989.205	3
989.245	0
989.286	0
989.326	-7
989.367	0
989.407	2
989.448	-3
989.488	-5
989.529	7
989.569	-4
989.61	3
989.65	-8
989.69	-8
989.731	0
989.771	-10
989.812	-6
989.852	-3
989.893	4
989.933	-5
989.974	-3
990.014	2
990.054	-1
990.095	2
990.135	7
990.176	7
990.216	-4
990.257	3
990.297	0
990.338	0
990.378	-8
990.418	-5
990.459	-4
990.499	-2
990.54	5
990.58	-3
990.621	5
990.661	4
990.702	2
990.742	0
990.782	4
990.823	-12
990.863	-2
990.904	1
990.944	-2
990.985	2
991.025	4
991.066	10
991.106	4
991.146	-2
991.187	-2
991.227	-5
991.268	2
991.308	5
991.349	0
991.389	0
991.429	11
991.47	3
991.51	-7
991.551	4
991.591	8
991.632	-6
991.672	5
991.712	5
991.753	1
991.793	4
991.834	-4
991.874	-6
991.915	-2
991.955	5
991.995	-5
992.036	1
992.076	3
992.117	9
992.157	8
992.198	4
992.238	2
992.278	9
992.319	8
992.359	2
992.4	1
992.44	6
992.481	-1
992.521	-2
992.561	-2
992.602	13
992.642	3
992.683	2
992.723	6
992.764	-12
992.804	4
992.844	-4
992.885	6
992.925	0
992.966	3
993.006	1
993.046	10
993.087	5
993.127	12
993.168	6
993.208	4
993.249	-2
993.289	-1
993.329	3
993.37	7
993.41	6
993.451	0
993.491	3
993.531	3
993.572	5
993.612	-2
993.653	9
993.693	7
993.734	-2
993.774	6
993.814	-4
993.855	1
993.895	4
993.936	-11
993.976	0
994.016	6
994.057	-10
994.097	-12
994.138	-4
994.178	-5
994.218	0
994.259	-8
994.299	6
994.34	3
994.38	4
994.42	2
994.461	6
994.501	-2
994.542	4
994.582	2
994.622	7
994.663	0
994.703	3
994.744	2
994.784	2
994.824	-1
994.865	8
994.905	0
994.946	2
994.986	6
995.026	3
995.067	9
995.107	3
995.148	11
995.188	-2
995.228	3
995.269	-3
995.309	-6
995.35	-7
995.39	4
995.43	-2
995.471	5
995.511	3
995.552	5
995.592	5
995.632	10
995.673	2
995.713	5
995.754	1
995.794	9
995.834	-1
995.875	6
995.915	0
995.955	2
995.996	2
996.036	6
996.077	10
996.117	3
996.157	0
996.198	3
996.238	6
996.279	-3
996.319	4
996.359	-4
996.4	-2
996.44	3
996.481	6
996.521	-8
996.561	11
996.602	2
996.642	-4
996.682	-1
996.723	7
996.763	5
996.804	-1
996.844	-10
996.884	4
996.925	2
996.965	2
997.005	7
997.046	10
997.086	2
997.127	4
997.167	6
997.207	1
997.248	4
997.288	4
997.328	2
997.369	12
997.409	-2
997.45	5
997.49	-1
997.53	4
997.571	-8
997.611	1
997.651	9
997.692	5
997.732	-8
997.773	-5
997.813	-6
997.853	8
997.894	6
997.934	-2
997.974	6
998.015	4
998.055	-1
998.096	9
998.136	-6
998.176	7
998.217	-3
998.257	1
998.297	-1
998.338	4
998.378	6
998.418	4
998.459	1
998.499	9
998.54	5
998.58	-3
998.62	1
998.661	0
998.701	3
998.741	4
998.782	7
998.822	7
998.862	5
998.903	-5
998.943	4
998.983	-4
999.024	4
999.064	10
999.105	0
999.145	-5
999.185	4
999.226	-2
999.266	5
999.306	2
999.347	5
999.387	-2
999.427	2
999.468	3
999.508	7
999.548	5
999.589	1
999.629	-2
999.67	9
999.71	-6
999.75	7
999.791	8
999.831	-3
999.871	7
999.912	11
999.952	6
999.992	7
1000.03	5
1000.07	-1
1000.11	-3
1000.15	4
1000.19	-3
1000.23	-4
1000.27	6
1000.32	1
1000.36	2
1000.4	-2
1000.44	8
1000.48	5
1000.52	6
1000.56	2
1000.6	-6
1000.64	1
1000.68	15
1000.72	1
1000.76	11
1000.8	1
1000.84	2
1000.88	-1
1000.92	8
1000.96	0
1001	11
1001.04	-5
1001.08	-6
1001.12	-9
1001.16	-1
1001.2	-3
1001.24	4
1001.28	3
1001.32	9
1001.36	-4
1001.4	1
1001.44	2
1001.48	4
1001.53	-3
1001.57	2
1001.61	-4
1001.65	7
1001.69	-2
1001.73	-3
1001.77	1
1001.81	11
1001.85	-6
1001.89	-7
1001.93	2
1001.97	2
1002.01	-2
1002.05	-6
1002.09	2
1002.13	-4
1002.17	6
1002.21	-1
1002.25	6
1002.29	3
1002.33	3
1002.37	-2
1002.41	0
1002.45	-1
1002.49	7
1002.53	-4
1002.57	2
1002.61	4
1002.65	-1
1002.69	-2
1002.74	5
1002.78	7
1002.82	4
1002.86	5
1002.9	-1
1002.94	-3
1002.98	1
1003.02	-2
1003.06	-2
1003.1	2
1003.14	-4
1003.18	9
1003.22	5
1003.26	-4
1003.3	5
1003.34	1
1003.38	10
1003.42	7
1003.46	-4
1003.5	2
1003.54	-4
1003.58	10
1003.62	0
1003.66	-5
1003.7	-3
1003.74	1
1003.78	4
1003.82	9
1003.86	7
1003.9	-23
1003.94	5
1003.98	2
1004.03	-10
1004.07	3
1004.11	-3
1004.15	-4
1004.19	2
1004.23	-5
1004.27	-2
1004.31	1
1004.35	8
1004.39	6
1004.43	4
1004.47	-1
1004.51	-6
1004.55	3
1004.59	2
1004.63	-2
1004.67	-7
1004.71	-1
1004.75	-1
1004.79	3
1004.83	-5
1004.87	0
1004.91	-1
1004.95	-2
1004.99	-6
1005.03	2
1005.07	-3
1005.11	-5
1005.15	1
1005.19	-2
1005.23	0
1005.27	5
1005.31	-5
1005.36	2
1005.4	-6
1005.44	-7
1005.48	1
1005.52	-38
1005.56	2
1005.6	3
1005.64	7
1005.68	-2
1005.72	9
1005.76	2
1005.8	-4
1005.84	0
1005.88	-14
1005.92	-4
1005.96	-1
1006	-3
1006.04	4
1006.08	-1
1006.12	1
1006.16	-1
1006.2	-2
1006.24	-7
1006.28	-3
1006.32	-1
1006.36	4
1006.4	-4
1006.44	-1
1006.48	2
1006.52	6
1006.56	4
1006.6	-1
1006.64	-3
1006.68	10
1006.72	3
1006.77	-2
1006.81	6
1006.85	4
1006.89	-2
1006.93	4
1006.97	-3
1007.01	0
1007.05	0
1007.09	-5
1007.13	-1
1007.17	-5
1007.21	-7
1007.25	5
1007.29	-1
1007.33	-2
1007.37	5
1007.41	-2
1007.45	5
1007.49	-2
1007.53	1
1007.57	0
1007.61	4
1007.65	2
1007.69	0
1007.73	4
1007.77	1
1007.81	4
1007.85	1
1007.89	-4
1007.93	0
1007.97	1
1008.01	4
1008.05	5
1008.09	5
1008.13	3
1008.17	4
1008.21	4
1008.26	-2
1008.3	-2
1008.34	6
1008.38	-1
1008.42	5
1008.46	-1
1008.5	2
1008.54	-4
1008.58	-3
1008.62	-3
1008.66	1
1008.7	4
1008.74	5
1008.78	7
1008.82	-3
1008.86	2
1008.9	-5
1008.94	2
1008.98	-3
1009.02	3
1009.06	-9
1009.1	-6
1009.14	2
1009.18	-2
1009.22	-4
1009.26	-4
1009.3	-1
1009.34	0
1009.38	6
1009.42	-29
1009.46	-7
1009.5	7
1009.54	3
1009.58	-4
1009.62	13
1009.66	3
1009.7	-11
1009.74	-3
1009.78	0
1009.83	-1
1009.87	-7
1009.91	1
1009.95	5
1009.99	0
1010.03	0
1010.07	-6
1010.11	3
1010.15	-8
1010.19	-11
1010.23	-13
1010.27	4
1010.31	0
1010.35	4
1010.39	2
1010.43	4
1010.47	0
1010.51	0
1010.55	-8
1010.59	-2
1010.63	13
1010.67	-6
1010.71	-1
1010.75	7
1010.79	-10
1010.83	-8
1010.87	2
1010.91	0
1010.95	1
1010.99	1
1011.03	-1
1011.07	-3
1011.11	-2
1011.15	-7
1011.19	-7
1011.23	-5
1011.27	1
1011.31	-5
1011.35	-1
1011.39	-5
1011.43	-1
1011.48	3
1011.52	2
1011.56	0
1011.6	-1
1011.64	-6
1011.68	-8
1011.72	6
1011.76	0
1011.8	-2
1011.84	-10
1011.88	0
1011.92	-5
1011.96	1
1012	-5
1012.04	0
1012.08	10
1012.12	6
1012.16	3
1012.2	-6
1012.24	-3
1012.28	0
1012.32	-4
1012.36	-4
1012.4	3
1012.44	6
1012.48	-3
1012.52	-1
1012.56	-4
1012.6	-5
1012.64	-5
1012.68	2
1012.72	1
1012.76	-3
1012.8	6
1012.84	-3
1012.88	4
1012.92	2
1012.96	-6
1013	-7
1013.04	-1
1013.08	1
1013.12	6
1013.16	1
1013.2	13
1013.24	2
1013.29	-2
1013.33	4
1013.37	4
1013.41	-1
1013.45	11
1013.49	8
1013.53	4
1013.57	5
1013.61	2
1013.65	-8
1013.69	5
1013.73	8
1013.77	1
1013.81	-5
1013.85	3
1013.89	-10
1013.93	1
1013.97	4
1014.01	-2
1014.05	2
1014.09	0
1014.13	4
1014.17	2
1014.21	0
1014.25	-2
1014.29	-6
1014.33	-11
1014.37	9
1014.41	2
1014.45	12
1014.49	-2
1014.53	2
1014.57	-1
1014.61	7
1014.65	8
1014.69	1
1014.73	4
1014.77	-3
1014.81	-5
1014.85	-1
1014.89	5
1014.93	-4
1014.97	-3
1015.01	1
1015.05	-2
1015.09	-3
1015.13	-3
1015.17	6
1015.21	1
1015.26	1
1015.3	4
1015.34	-1
1015.38	-1
1015.42	-1
1015.46	4
1015.5	-5
1015.54	4
1015.58	-2
1015.62	6
1015.66	7
1015.7	-1
1015.74	2
1015.78	6
1015.82	0
1015.86	5
1015.9	13
1015.94	9
1015.98	-1
1016.02	-8
1016.06	-1
1016.1	-4
1016.14	1
1016.18	10
1016.22	-8
1016.26	-4
1016.3	5
1016.34	0
1016.38	2
1016.42	1
1016.46	-5
1016.5	4
1016.54	-2
1016.58	-7
1016.62	-1
1016.66	-3
1016.7	-2
1016.74	0
1016.78	-5
1016.82	7
1016.86	0
1016.9	0
1016.94	1
1016.98	2
1017.02	-3
1017.06	2
1017.1	0
1017.14	44
1017.18	7
1017.22	5
1017.26	5
1017.3	5
1017.34	-6
1017.38	2
1017.43	0
1017.47	-4
1017.51	5
1017.55	6
1017.59	-2
1017.63	4
1017.67	-3
1017.71	9
1017.75	-6
1017.79	-3
1017.83	8
1017.87	3
1017.91	3
1017.95	6
1017.99	3
1018.03	4
1018.07	10
1018.11	-3
1018.15	3
1018.19	6
1018.23	10
1018.27	-3
1018.31	1
1018.35	1
1018.39	6
1018.43	7
1018.47	14
1018.51	2
1018.55	0
1018.59	4
1018.63	4
1018.67	-2
1018.71	1
1018.75	0
1018.79	10
1018.83	-3
1018.87	1
1018.91	3
1018.95	1
1018.99	4
1019.03	3
1019.07	6
1019.11	3
1019.15	-7
1019.19	6
1019.23	-2
1019.27	-1
1019.31	-3
1019.35	-5
1019.39	9
1019.43	-3
1019.47	0
1019.51	2
1019.55	35
1019.59	10
1019.63	5
1019.67	-2
1019.71	0
1019.75	1
1019.79	-8
1019.83	-10
1019.87	-4
1019.92	5
1019.96	-4
1020	9
1020.04	5
1020.08	6
1020.12	2
1020.16	2
1020.2	3
1020.24	2
1020.28	6
1020.32	8
1020.36	2
1020.4	10
1020.44	-6
1020.48	-2
1020.52	15
1020.56	2
1020.6	5
1020.64	4
1020.68	2
1020.72	5
1020.76	6
1020.8	4
1020.84	8
1020.88	7
1020.92	-5
1020.96	1
1021	10
1021.04	-12
1021.08	12
1021.12	6
1021.16	12
1021.2	8
1021.24	1
1021.28	2
1021.32	16
1021.36	10
1021.4	12
1021.44	8
1021.48	4
1021.52	7
1021.56	10
1021.6	6
1021.64	15
1021.68	15
1021.72	16
1021.76	8
1021.8	4
1021.84	9
1021.88	8
1021.92	45
1021.96	7
1022	9
1022.04	17
1022.08	8
1022.12	14
1022.16	8
1022.2	17
1022.24	13
1022.28	16
1022.32	12
1022.36	15
1022.4	16
1022.44	23
1022.48	14
1022.52	14
1022.56	11
1022.6	17
1022.64	18
1022.68	14
1022.72	21
1022.76	27
1022.8	24
1022.84	14
1022.88	22
1022.92	22
1022.97	25
1023.01	19
1023.05	24
1023.09	28
1023.13	26
1023.17	22
1023.21	24
1023.25	27
1023.29	26
1023.33	23
1023.37	19
1023.41	20
1023.45	18
1023.49	30
1023.53	26
1023.57	30
1023.61	24
1023.65	21
1023.69	24
1023.73	26
1023.77	30
1023.81	35
1023.85	32
1023.89	27
1023.93	34
1023.97	23
1024.01	28
1024.05	34
1024.09	39
1024.13	36
1024.17	41
1024.21	47
1024.25	56
1024.29	60
1024.33	65
1024.37	60
1024.41	65
1024.45	64
1024.49	61
1024.53	74
1024.57	83
1024.61	62
1024.65	76
1024.69	72
1024.73	82
1024.77	74
1024.81	67
1024.85	73
1024.89	67
1024.93	69
1024.97	78
1025.01	80
1025.05	92
1025.09	80
1025.13	89
1025.17	95
1025.21	103
1025.25	87
1025.29	116
1025.33	119
1025.37	132
1025.41	143
1025.45	158
1025.49	159
1025.53	178
1025.57	192
1025.61	217
1025.65	210
1025.69	240
1025.73	238
1025.77	263
1025.81	268
1025.85	286
1025.89	295
1025.93	309
1025.97	323
1026.01	344
1026.05	350
1026.09	371
1026.13	380
1026.17	396
1026.21	400
1026.25	401
1026.29	417
1026.33	447
1026.37	441
1026.41	466
1026.45	443
1026.49	435
1026.53	439
1026.57	445
1026.61	446
1026.65	441
1026.69	433
1026.73	442
1026.77	426
1026.81	444
1026.85	441
1026.89	441
1026.93	436
1026.97	442
1027.01	423
1027.05	438
1027.1	420
1027.14	424
1027.18	422
1027.22	419
1027.26	415
1027.3	387
1027.34	399
1027.38	401
1027.42	387
1027.46	393
1027.5	382
1027.54	381
1027.58	372
1027.62	371
1027.66	356
1027.7	351
1027.74	333
1027.78	331
1027.82	310
1027.86	311
1027.9	304
1027.94	286
1027.98	268
1028.02	261
1028.06	250
1028.1	242
1028.14	244
1028.18	242
1028.22	227
1028.26	212
1028.3	193
1028.34	206
1028.38	179
1028.42	189
1028.46	176
1028.5	167
1028.54	163
1028.58	152
1028.62	146
1028.66	163
1028.7	149
1028.74	147
1028.78	140
1028.82	140
1028.86	124
1028.9	123
1028.94	113
1028.98	128
1029.02	99
1029.06	111
1029.1	90
1029.14	94
1029.18	82
1029.22	88
1029.26	77
1029.3	76
1029.34	72
1029.38	67
1029.42	58
1029.46	62
1029.5	51
1029.54	57
1029.58	42
1029.62	56
1029.66	46
1029.7	45
1029.74	40
1029.78	45
1029.82	35
1029.86	24
1029.9	26
1029.94	31
1029.98	22
1030.02	21
1030.06	30
1030.1	27
1030.14	21
1030.18	8
1030.22	16
1030.26	11
1030.3	-35
1030.34	15
1030.38	12
1030.42	11
1030.46	9
1030.5	8
1030.54	1
1030.58	8
1030.62	7
1030.66	13
1030.7	10
1030.74	1
1030.78	-1
1030.82	7
1030.86	1
1030.9	-5
1030.94	5
1030.98	4
1031.02	2
1031.06	1
1031.1	12
1031.14	16
1031.18	0
1031.22	6
1031.26	7
1031.3	-10
1031.34	6
1031.38	11
1031.42	-3
1031.46	3
1031.5	1
1031.54	-3
1031.58	-2
1031.62	2
1031.66	-3
1031.7	-3
1031.74	-6
1031.78	4
1031.82	-5
1031.86	-2
1031.9	-11
1031.94	6
1031.98	-3
1032.02	1
1032.06	3
1032.1	1
1032.14	-5
1032.18	-6
1032.22	-9
1032.26	-2
1032.3	3
1032.34	6
1032.38	-1
1032.42	-2
1032.46	3
1032.5	12
1032.54	-4
1032.58	7
1032.62	15
1032.66	9
1032.7	1
1032.74	4
1032.78	-1
1032.82	-2
1032.86	-7
1032.9	-7
1032.94	-5
1032.98	-10
1033.02	5
1033.06	2
1033.1	-9
1033.14	-7
1033.18	-5
1033.22	-12
1033.26	-1
1033.3	-10
1033.34	-1
1033.38	-4
1033.42	-7
1033.46	-13
1033.5	-1
1033.54	-8
1033.58	-1
1033.62	-6
1033.66	1
1033.7	3
1033.74	7
1033.78	-6
1033.82	0
1033.86	1
1033.9	-6
1033.94	0
1033.98	-3
1034.02	0
1034.06	1
1034.1	14
1034.14	-5
1034.18	-5
1034.22	2
1034.26	-4
1034.3	3
1034.34	-7
1034.38	-9
1034.42	-9
1034.46	-6
1034.5	-3
1034.54	-5
1034.58	-1
1034.62	-5
1034.66	-1
1034.7	-3
1034.74	0
1034.78	-5
1034.82	-3
1034.86	-9
1034.9	-3
1034.94	-2
1034.98	3
1035.02	-6
1035.06	8
1035.1	1
1035.14	10
1035.18	-5
1035.22	2
1035.26	2
1035.3	-3
1035.34	4
1035.38	2
1035.42	4
1035.46	-12
1035.5	-2
1035.54	-7
1035.58	-8
1035.62	-6
1035.66	-2
1035.7	-9
1035.74	-7
1035.78	-4
1035.82	-4
1035.86	4
1035.9	-10
1035.94	-7
1035.98	-1
1036.02	-9
1036.06	-5
1036.1	-5
1036.14	-7
1036.18	5
1036.22	1
1036.26	-5
1036.3	2
1036.34	-7
1036.38	-8
1036.42	3
1036.46	3
1036.5	3
1036.54	28
1036.58	-2
1036.62	2
1036.66	0
1036.7	5
1036.74	-6
1036.78	-4
1036.82	-3
1036.86	-10
1036.9	-5
1036.94	2
1036.98	-7
1037.02	-9
1037.06	-3
1037.1	0
1037.14	4
1037.18	2
1037.22	1
1037.26	0
1037.3	-14
1037.34	-4
1037.38	-13
1037.42	-2
1037.46	-2
1037.5	2
1037.54	-2
1037.58	-4
1037.62	3
1037.66	-11
1037.7	-1
1037.74	-10
1037.78	31
1037.82	-12
1037.86	-10
1037.9	-4
1037.94	-6
1037.98	-17
1038.02	2
1038.06	-7
1038.1	-9
1038.14	1
1038.18	-9
1038.22	3
1038.26	-7
1038.3	-2
1038.34	-1
1038.38	-18
1038.42	-12
1038.46	-1
1038.5	-1
1038.54	-5
1038.58	2
1038.62	-9
1038.66	-5
1038.7	-8
1038.74	-6
1038.78	-1
1038.82	4
1038.86	-6
1038.9	-7
1038.94	-4
1038.98	-1
1039.02	1
1039.06	-2
1039.1	4
1039.14	-1
1039.18	-6
1039.22	3
1039.26	-10
1039.3	6
1039.34	0
1039.38	4
1039.42	-2
1039.46	0
1039.5	-3
1039.54	5
1039.58	-2
1039.62	5
1039.66	-2
1039.7	-4
1039.74	1
1039.78	-2
1039.82	-3
1039.86	-5
1039.9	-5
1039.94	1
1039.98	-1
1040.02	-9
1040.06	5
1040.1	-8
1040.14	1
1040.18	-5
1040.22	5
1040.26	-1
1040.3	2
1040.34	-1
1040.38	2
1040.42	6
1040.46	7
1040.5	0
1040.54	-1
1040.58	-5
1040.62	-1
1040.66	-4
1040.7	-2
1040.74	4
1040.78	7
1040.82	10
1040.86	1
1040.9	-4
1040.94	25
1040.98	7
1041.02	0
1041.06	-4
1041.1	2
1041.14	6
1041.18	5
1041.22	-8
1041.26	0
1041.3	6
1041.34	8
1041.38	-8
1041.42	7
1041.46	-4
1041.5	-5
1041.54	5
1041.58	6
1041.62	-6
1041.66	0
1041.7	1
1041.74	7
1041.78	-2
1041.82	11
1041.86	0
1041.9	3
1041.94	-1
1041.98	6
1042.02	1
1042.06	0
1042.09	4
1042.13	-6
1042.17	-18
1042.21	-4
1042.25	1
1042.29	-3
1042.33	4
1042.37	-8
1042.41	-3
1042.45	-5
1042.49	-7
1042.53	-5
1042.57	-5
1042.61	-1
