LECROYWR44Xi,19495,Waveform
Segments,1,SegmentSize,12501
Segment,TrigTime,TimeSinceSegment1
#1,22-Mar-2022 06:30:36,0                 
Time,Ampl
-3.5039817e-005,-0.000988941
-3.4999817e-005,0.00221094
-3.4959817e-005,0.00221094
-3.4919817e-005,-0.00418882
-3.4879817e-005,-0.000988941
-3.4839817e-005,0.00221094
-3.4799817e-005,-0.00418882
-3.4759817e-005,-0.00418882
-3.4719817e-005,-0.000988941
-3.4679817e-005,-0.000988941
-3.4639817e-005,0.00221094
-3.4599817e-005,-0.00418882
-3.4559817e-005,-0.000988941
-3.4519817e-005,0.00221094
-3.4479817e-005,-0.000988941
-3.4439817e-005,-0.00418882
-3.4399817e-005,0.00221094
-3.4359817e-005,-0.000988941
-3.4319817e-005,0.00221094
-3.4279817e-005,0.00221094
-3.4239817e-005,0.00221094
-3.4199817e-005,-0.000988941
-3.4159817e-005,-0.000988941
-3.4119817e-005,-0.000988941
-3.4079817e-005,0.00221094
-3.4039817e-005,-0.000988941
-3.3999817e-005,0.00221094
-3.3959817e-005,-0.00418882
-3.3919817e-005,0.00221094
-3.3879817e-005,-0.000988941
-3.3839817e-005,-0.000988941
-3.3799817e-005,-0.000988941
-3.3759817e-005,0.00221094
-3.3719817e-005,-0.000988941
-3.3679817e-005,-0.000988941
-3.3639817e-005,-0.000988941
-3.3599817e-005,-0.00418882
-3.3559817e-005,0.00221094
-3.3519817e-005,-0.00418882
-3.3479817e-005,-0.000988941
-3.3439817e-005,0.00221094
-3.3399817e-005,-0.00418882
-3.3359817e-005,-0.000988941
-3.3319817e-005,-0.00418882
-3.3279817e-005,-0.000988941
-3.3239817e-005,-0.00418882
-3.3199817e-005,-0.000988941
-3.3159817e-005,-0.000988941
-3.3119817e-005,-0.000988941
-3.3079817e-005,0.00221094
-3.3039817e-005,-0.000988941
-3.2999817e-005,-0.000988941
-3.2959817e-005,0.00541081
-3.2919817e-005,-0.000988941
-3.2879817e-005,-0.00418882
-3.2839817e-005,0.00221094
-3.2799817e-005,-0.000988941
-3.2759817e-005,-0.000988941
-3.2719817e-005,0.00221094
-3.2679817e-005,-0.00418882
-3.2639817e-005,-0.00418882
-3.2599817e-005,0.00221094
-3.2559817e-005,-0.000988941
-3.2519817e-005,-0.00418882
-3.2479817e-005,-0.000988941
-3.2439817e-005,0.00221094
-3.2399817e-005,-0.00418882
-3.2359817e-005,0.00221094
-3.2319817e-005,-0.000988941
-3.2279817e-005,-0.000988941
-3.2239817e-005,-0.00418882
-3.2199817e-005,-0.000988941
-3.2159817e-005,0.00221094
-3.2119817e-005,-0.00418882
-3.2079817e-005,0.00221094
-3.2039817e-005,-0.00418882
-3.1999817e-005,-0.000988941
-3.1959817e-005,0.00221094
-3.1919817e-005,-0.000988941
-3.1879817e-005,-0.00418882
-3.1839817e-005,0.00221094
-3.1799817e-005,-0.000988941
-3.1759817e-005,-0.00418882
-3.1719817e-005,-0.000988941
-3.1679817e-005,-0.00418882
-3.1639817e-005,0.00221094
-3.1599817e-005,-0.000988941
-3.1559817e-005,-0.00418882
-3.1519817e-005,-0.000988941
-3.1479817e-005,0.00221094
-3.1439817e-005,-0.000988941
-3.1399817e-005,0.00221094
-3.1359817e-005,-0.00418882
-3.1319817e-005,0.00221094
-3.1279817e-005,-0.000988941
-3.1239817e-005,-0.000988941
-3.1199817e-005,-0.000988941
-3.1159817e-005,-0.000988941
-3.1119817e-005,0.00221094
-3.1079817e-005,-0.000988941
-3.1039817e-005,-0.000988941
-3.0999817e-005,-0.000988941
-3.0959817e-005,-0.000988941
-3.0919817e-005,0.00541081
-3.0879817e-005,-0.00418882
-3.0839817e-005,-0.000988941
-3.0799817e-005,-0.00418882
-3.0759817e-005,-0.000988941
-3.0719817e-005,-0.000988941
-3.0679817e-005,-0.000988941
-3.0639817e-005,-0.000988941
-3.0599817e-005,-0.000988941
-3.0559817e-005,-0.00418882
-3.0519817e-005,0.00221094
-3.0479817e-005,0.00221094
-3.0439817e-005,-0.00418882
-3.0399817e-005,-0.000988941
-3.0359817e-005,0.00221094
-3.0319817e-005,-0.00418882
-3.0279817e-005,0.00221094
-3.0239817e-005,-0.00418882
-3.0199817e-005,-0.000988941
-3.0159817e-005,-0.000988941
-3.0119817e-005,-0.000988941
-3.0079817e-005,-0.000988941
-3.0039817e-005,0.00221094
-2.9999817e-005,0.00221094
-2.9959817e-005,-0.000988941
-2.9919817e-005,-0.000988941
-2.9879817e-005,-0.00418882
-2.9839817e-005,0.00541081
-2.9799817e-005,0.00221094
-2.9759817e-005,0.00221094
-2.9719817e-005,0.00541081
-2.9679817e-005,0.00221094
-2.9639817e-005,-0.000988941
-2.9599817e-005,-0.000988941
-2.9559817e-005,-0.000988941
-2.9519817e-005,-0.00418882
-2.9479817e-005,-0.000988941
-2.9439817e-005,-0.00418882
-2.9399817e-005,-0.00418882
-2.9359817e-005,0.00221094
-2.9319817e-005,-0.000988941
-2.9279817e-005,-0.000988941
-2.9239817e-005,-0.000988941
-2.9199817e-005,-0.000988941
-2.9159817e-005,-0.000988941
-2.9119817e-005,0.00221094
-2.9079817e-005,-0.000988941
-2.9039817e-005,-0.000988941
-2.8999817e-005,-0.000988941
-2.8959817e-005,-0.000988941
-2.8919817e-005,-0.000988941
-2.8879817e-005,-0.000988941
-2.8839817e-005,-0.000988941
-2.8799817e-005,-0.00418882
-2.8759817e-005,0.00221094
-2.8719817e-005,-0.00418882
-2.8679817e-005,-0.000988941
-2.8639817e-005,-0.00418882
-2.8599817e-005,-0.000988941
-2.8559817e-005,-0.00418882
-2.8519817e-005,-0.000988941
-2.8479817e-005,-0.000988941
-2.8439817e-005,-0.000988941
-2.8399817e-005,-0.0073887
-2.8359817e-005,-0.000988941
-2.8319817e-005,-0.00418882
-2.8279817e-005,0.00221094
-2.8239817e-005,-0.000988941
-2.8199817e-005,-0.00418882
-2.8159817e-005,-0.00418882
-2.8119817e-005,-0.00418882
-2.8079817e-005,-0.00418882
-2.8039817e-005,-0.000988941
-2.7999817e-005,-0.000988941
-2.7959817e-005,0.00221094
-2.7919817e-005,-0.0073887
-2.7879817e-005,-0.000988941
-2.7839817e-005,-0.00418882
-2.7799817e-005,0.00221094
-2.7759817e-005,-0.000988941
-2.7719817e-005,-0.000988941
-2.7679817e-005,-0.000988941
-2.7639817e-005,0.00221094
-2.7599817e-005,-0.00418882
-2.7559817e-005,0.00221094
-2.7519817e-005,0.00221094
-2.7479817e-005,-0.000988941
-2.7439817e-005,0.00221094
-2.7399817e-005,0.00221094
-2.7359817e-005,-0.00418882
-2.7319817e-005,-0.000988941
-2.7279817e-005,-0.00418882
-2.7239817e-005,-0.000988941
-2.7199817e-005,-0.00418882
-2.7159817e-005,-0.000988941
-2.7119817e-005,-0.000988941
-2.7079817e-005,-0.00418882
-2.7039817e-005,-0.000988941
-2.6999817e-005,-0.00418882
-2.6959817e-005,0.00221094
-2.6919817e-005,-0.000988941
-2.6879817e-005,-0.000988941
-2.6839817e-005,-0.000988941
-2.6799817e-005,-0.00418882
-2.6759817e-005,-0.00418882
-2.6719817e-005,-0.000988941
-2.6679817e-005,-0.000988941
-2.6639817e-005,-0.00418882
-2.6599817e-005,-0.000988941
-2.6559817e-005,-0.000988941
-2.6519817e-005,-0.0073887
-2.6479817e-005,0.00221094
-2.6439817e-005,0.00221094
-2.6399817e-005,-0.000988941
-2.6359817e-005,-0.000988941
-2.6319817e-005,0.00221094
-2.6279817e-005,-0.000988941
-2.6239817e-005,-0.000988941
-2.6199817e-005,0.00221094
-2.6159817e-005,-0.00418882
-2.6119817e-005,-0.00418882
-2.6079817e-005,-0.000988941
-2.6039817e-005,-0.000988941
-2.5999817e-005,0.00221094
-2.5959817e-005,-0.000988941
-2.5919817e-005,-0.000988941
-2.5879817e-005,0.00221094
-2.5839817e-005,-0.00418882
-2.5799817e-005,-0.000988941
-2.5759817e-005,-0.00418882
-2.5719817e-005,-0.000988941
-2.5679817e-005,-0.000988941
-2.5639817e-005,0.00221094
-2.5599817e-005,-0.00418882
-2.5559817e-005,-0.000988941
-2.5519817e-005,-0.000988941
-2.5479817e-005,-0.000988941
-2.5439817e-005,-0.000988941
-2.5399817e-005,-0.000988941
-2.5359817e-005,-0.000988941
-2.5319817e-005,-0.000988941
-2.5279817e-005,0.00221094
-2.5239817e-005,-0.000988941
-2.5199817e-005,-0.00418882
-2.5159817e-005,-0.000988941
