LECROYWR44Xi,19495,Waveform
Segments,1,SegmentSize,125002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2022 06:37:48,0                 
Time,Ampl
-0.001420037,0.0120825
-0.001419997,0.0146424
-0.001419957,0.0101626
-0.001419917,0.00888265
-0.001419877,0.0120825
-0.001419837,0.0101626
-0.001419797,0.0114426
-0.001419757,0.0108026
-0.001419717,0.0101626
-0.001419677,0.0101626
-0.001419637,0.0127225
-0.001419597,0.0108026
-0.001419557,0.0108026
-0.001419517,0.00952263
-0.001419477,0.0101626
-0.001419437,0.0114426
-0.001419397,0.0108026
-0.001419357,0.0101626
-0.001419317,0.0114426
-0.001419277,0.0114426
-0.001419237,0.00952263
-0.001419197,0.0127225
-0.001419157,0.0101626
-0.001419117,0.00824268
-0.001419077,0.0101626
-0.001419037,0.0127225
-0.001418997,0.0120825
-0.001418957,0.0120825
-0.001418917,0.0114426
-0.001418877,0.0146424
-0.001418837,0.0114426
-0.001418797,0.0108026
-0.001418757,0.0108026
-0.001418717,0.0120825
-0.001418677,0.0127225
-0.001418637,0.0127225
-0.001418597,0.0114426
-0.001418557,0.0127225
-0.001418517,0.00952263
-0.001418477,0.0108026
-0.001418437,0.00952263
-0.001418397,0.0101626
-0.001418357,0.0101626
-0.001418317,0.0120825
-0.001418277,0.0127225
-0.001418237,0.0114426
-0.001418197,0.0133625
-0.001418157,0.00952263
-0.001418117,0.0114426
-0.001418077,0.0127225
-0.001418037,0.0146424
-0.001417997,0.0114426
-0.001417957,0.0127225
-0.001417917,0.0108026
-0.001417877,0.00824268
-0.001417837,0.0101626
-0.001417797,0.0114426
-0.001417757,0.0114426
-0.001417717,0.0101626
-0.001417677,0.0108026
-0.001417637,0.0114426
-0.001417597,0.00888265
-0.001417557,0.00888265
-0.001417517,0.0114426
-0.001417477,0.00888265
-0.001417437,0.0108026
-0.001417397,0.0101626
-0.001417357,0.0108026
-0.001417317,0.0101626
-0.001417277,0.0101626
-0.001417237,0.0101626
-0.001417197,0.0108026
-0.001417157,0.0114426
-0.001417117,0.00888265
-0.001417077,0.00696273
-0.001417037,0.00952263
-0.001416997,0.0101626
-0.001416957,0.00888265
-0.001416917,0.0108026
-0.001416877,0.0101626
-0.001416837,0.0114426
-0.001416797,0.0114426
-0.001416757,0.0140025
-0.001416717,0.0114426
-0.001416677,0.00952263
-0.001416637,0.00952263
-0.001416597,0.0108026
-0.001416557,0.0108026
-0.001416517,0.00824268
-0.001416477,0.00952263
-0.001416437,0.0076027
-0.001416397,0.0114426
-0.001416357,0.00952263
-0.001416317,0.0101626
-0.001416277,0.0108026
-0.001416237,0.0114426
-0.001416197,0.0114426
-0.001416157,0.00952263
-0.001416117,0.00824268
-0.001416077,0.00952263
-0.001416037,0.0101626
-0.001415997,0.00952263
-0.001415957,0.0114426
-0.001415917,0.0114426
-0.001415877,0.00952263
-0.001415837,0.00888265
-0.001415797,0.0108026
-0.001415757,0.0108026
-0.001415717,0.00952263
-0.001415677,0.00952263
-0.001415637,0.0101626
-0.001415597,0.0114426
-0.001415557,0.00952263
-0.001415517,0.0076027
-0.001415477,0.00952263
-0.001415437,0.00888265
-0.001415397,0.0114426
-0.001415357,0.0076027
-0.001415317,0.00824268
-0.001415277,0.00952263
-0.001415237,0.0101626
-0.001415197,0.00888265
-0.001415157,0.00952263
-0.001415117,0.0108026
-0.001415077,0.00824268
-0.001415037,0.0108026
-0.001414997,0.00888265
-0.001414957,0.0101626
-0.001414917,0.00824268
-0.001414877,0.00888265
-0.001414837,0.0114426
-0.001414797,0.0101626
-0.001414757,0.0101626
-0.001414717,0.0101626
-0.001414677,0.0101626
-0.001414637,0.00824268
-0.001414597,0.0101626
-0.001414557,0.0101626
-0.001414517,0.00888265
-0.001414477,0.0114426
-0.001414437,0.00888265
-0.001414397,0.0108026
-0.001414357,0.0108026
-0.001414317,0.0101626
-0.001414277,0.00824268
-0.001414237,0.0114426
-0.001414197,0.0101626
-0.001414157,0.00888265
-0.001414117,0.0108026
-0.001414077,0.0076027
-0.001414037,0.00888265
-0.001413997,0.0101626
-0.001413957,0.00888265
-0.001413917,0.0108026
-0.001413877,0.0114426
-0.001413837,0.00824268
-0.001413797,0.0108026
-0.001413757,0.0101626
-0.001413717,0.0076027
-0.001413677,0.00824268
-0.001413637,0.0114426
-0.001413597,0.00888265
-0.001413557,0.00824268
-0.001413517,0.00888265
-0.001413477,0.0076027
-0.001413437,0.00952263
-0.001413397,0.00888265
-0.001413357,0.00952263
-0.001413317,0.00952263
-0.001413277,0.00888265
-0.001413237,0.00632275
-0.001413197,0.00824268
-0.001413157,0.0108026
-0.001413117,0.0076027
-0.001413077,0.00824268
-0.001413037,0.0076027
-0.001412997,0.00888265
-0.001412957,0.00824268
-0.001412917,0.0101626
-0.001412877,0.00952263
-0.001412837,0.00888265
-0.001412797,0.0108026
-0.001412757,0.00888265
-0.001412717,0.0076027
-0.001412677,0.00888265
-0.001412637,0.00824268
-0.001412597,0.0076027
-0.001412557,0.00888265
-0.001412517,0.0101626
-0.001412477,0.0114426
-0.001412437,0.0101626
-0.001412397,0.00952263
-0.001412357,0.00888265
-0.001412317,0.00888265
-0.001412277,0.0101626
-0.001412237,0.00888265
-0.001412197,0.0076027
-0.001412157,0.00696273
-0.001412117,0.00952263
-0.001412077,0.0101626
-0.001412037,0.00824268
-0.001411997,0.0108026
-0.001411957,0.0101626
-0.001411917,0.0127225
-0.001411877,0.00888265
-0.001411837,0.00952263
-0.001411797,0.00888265
-0.001411757,0.00824268
-0.001411717,0.00952263
-0.001411677,0.00952263
-0.001411637,0.00824268
-0.001411597,0.00952263
-0.001411557,0.0076027
-0.001411517,0.00952263
-0.001411477,0.00824268
-0.001411437,0.00952263
-0.001411397,0.00888265
-0.001411357,0.00696273
-0.001411317,0.0101626
-0.001411277,0.0108026
-0.001411237,0.00952263
-0.001411197,0.00952263
-0.001411157,0.0101626
-0.001411117,0.00952263
-0.001411077,0.0108026
-0.001411037,0.00952263
-0.001410997,0.00824268
-0.001410957,0.00952263
-0.001410917,0.00888265
-0.001410877,0.00824268
-0.001410837,0.00952263
-0.001410797,0.0101626
-0.001410757,0.00888265
-0.001410717,0.0114426
-0.001410677,0.00952263
-0.001410637,0.00952263
-0.001410597,0.00824268
-0.001410557,0.0108026
-0.001410517,0.00888265
-0.001410477,0.0108026
-0.001410437,0.0114426
-0.001410397,0.00888265
-0.001410357,0.0101626
-0.001410317,0.00888265
-0.001410277,0.00952263
-0.001410237,0.0101626
-0.001410197,0.00888265
-0.001410157,0.00888265
-0.001410117,0.00824268
-0.001410077,0.00888265
-0.001410037,0.0108026
-0.001409997,0.0120825
-0.001409957,0.00824268
-0.001409917,0.00952263
-0.001409877,0.00888265
-0.001409837,0.00888265
-0.001409797,0.00952263
-0.001409757,0.0076027
-0.001409717,0.0076027
-0.001409677,0.00952263
-0.001409637,0.00824268
-0.001409597,0.0076027
-0.001409557,0.0120825
-0.001409517,0.00952263
-0.001409477,0.00888265
-0.001409437,0.00888265
-0.001409397,0.0101626
-0.001409357,0.00952263
-0.001409317,0.0108026
-0.001409277,0.00696273
-0.001409237,0.00824268
-0.001409197,0.00888265
-0.001409157,0.0114426
-0.001409117,0.00952263
-0.001409077,0.0108026
-0.001409037,0.00824268
-0.001408997,0.00888265
-0.001408957,0.00952263
-0.001408917,0.00824268
-0.001408877,0.00632275
-0.001408837,0.0101626
-0.001408797,0.0076027
-0.001408757,0.00824268
-0.001408717,0.0114426
-0.001408677,0.00824268
-0.001408637,0.00824268
-0.001408597,0.00824268
-0.001408557,0.0076027
-0.001408517,0.00632275
-0.001408477,0.0101626
-0.001408437,0.00824268
-0.001408397,0.00696273
-0.001408357,0.00952263
-0.001408317,0.0108026
-0.001408277,0.00824268
-0.001408237,0.00888265
-0.001408197,0.00888265
-0.001408157,0.0101626
-0.001408117,0.00952263
-0.001408077,0.00952263
-0.001408037,0.00888265
-0.001407997,0.00824268
-0.001407957,0.00696273
-0.001407917,0.00632275
-0.001407877,0.00952263
-0.001407837,0.00888265
-0.001407797,0.00824268
-0.001407757,0.00888265
-0.001407717,0.00696273
-0.001407677,0.00888265
-0.001407637,0.00824268
-0.001407597,0.0076027
-0.001407557,0.00824268
-0.001407517,0.0108026
-0.001407477,0.0120825
-0.001407437,0.0114426
-0.001407397,0.00952263
-0.001407357,0.00888265
-0.001407317,0.00952263
-0.001407277,0.00952263
-0.001407237,0.00888265
-0.001407197,0.0108026
-0.001407157,0.0114426
-0.001407117,0.00824268
-0.001407077,0.00888265
-0.001407037,0.00888265
-0.001406997,0.00952263
-0.001406957,0.0076027
-0.001406917,0.00824268
-0.001406877,0.00568278
-0.001406837,0.00952263
